,0
208,b'and' b'destructive' b'socialists' b'#maddow'
209,"b'beware' b'the' b'""snowball' b'effect""' b'blackman!' b'pa'"
210,b'you' b'might' b'be' b'a' b'libtard'
211,"b'#chepstow,' b'#gwent' b':' b'police' b'appeal' b'following' b'2' b'alleged'"
212,"b'user' b'""the' b'holidays' b'are' b'a' b'violent' b'time' b'for' b'me,' b'and' b'i\xc3\xa2\xc2\x80\xc2\x99ve' b'begun' b'to' b'question' b'the' b'impoance' b'of'"
213,b'user' b'check' b'this' b'out!' b'i' b'mentioned' b'this' b'org' b'to' b'you' b'back' b'in' b'april.' b'founder' b'is' b'a' b'girl' b'from' b'nyc.' b'happy' b'new'
214,b'#christians' b'saying' b'i' b'am' b'not' b'racist' b'is' b'\xc3\xa2\xc2\x80\xc2\xa6' b'enough' b'protest' b'and'
215,"b'check' b'out' b'this' b'flyer' b'for' b'#trump!' b'yay' b'titties!' b'question:' b'do' b'we' b'have' b'to' b'bring' b'our' b'own' b'pussy' b'to' b'grab,' b'or' b'will' b'pussy'"
216,b'you' b'might' b'be' b'a' b'libtard'
217,b'user' b'you' b'might' b'be' b'a' b'libtard'
218,"b'user' b'dealing' b'with' b'relatives' b'reminding' b'you' b'that' b'""the' b'clock""' b'is' b'ticking?' b'this' b'might'"
219,"b'we' b'have' b'to' b'do' b'this.' b'need' b'to' b'change' b'profiling,' b'#economicapahied,' b'#hatespeech' b'and' b'get' b'service' b'to' b'the'"
220,b'user' b'user' b'what' b'a' b'douchebag.' b'like' b'his'
221,b'work' b'out' b'the' b'idea' b'of' b'creating' b'a' b'substantive' b'argument' b'and' b'making' b'a' b'point' b'rather' b'than' b'calling'
222,"b'and' b""we're"" b'happy' b'another' b'year'"
223,"b'ultimately,' b'a' b'#joke' b'from' b'early' b'#2016' b'that' b'i' b'wish' b'i' b""didn't"" b'have' b'to' b'tell.' b'i' b'also' b'wish' b'it' b""didn't"" b'do' b'as' b'well' b'as' b'it'"
224,"b'user' b'user' b'sad' b'that' b'there' b'is' b'so' b'much' b'hatred' b'towards' b'jews' b'in' b'eu' b'&amp;' b'xians' b'in' b'me.' b'remember' b'xians' b'of' b'kenya,'"
225,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
226,"b'lessons' b'to' b'be' b'learned' b'why' b'do' b'we...hate?' b""don't"" b'shoot' b'd' b'messenger...just' b'press' b'\xc3\xa3\xc2\x80\xc2\x8a\xc3\xa3\xc2\x80\xc2\x8a\xc3\xa3\xc2\x80\xc2\x8aplay'"
227,b'trump' b'#corruptgop' b'user' b'user' b'history' b'can' b'not' b'be' b'erased' b'with' b'your' b'money' b'and'
228,b'10' b'hours' b'of' b'walking' b'in' b'#nyc' b'as' b'a'
229,b'user' b'#carlpalladino' b'makes' b'comments'
230,"b'user' b'#allahsoil' b'when' b'the' b'market' b'crashed' b'in' b'march' b'2000,' b'greenspan' b'cut' b'interest' b'rates' b'even' b'more'"
231,b'new' b'video' b'shows' b'how' b'this' b'guy' b'and' b'how' b'he' b'staed' b'to' b'abuse' b'and' b'humiliated' b'an' b'muslim'
232,b'launching' b'#politicalmillennial' b'in' b'january!' b'stay' b'tuned' b'for'
233,"b'user' b'user' b'i' b'find' b'the' b'burka' b'offensive' b'because' b'the' b'implication' b'that' b'men' b""can't"" b'control' b'themselves' b'on' b'sight' b'of' b'an'"
234,b'user' b'user' b'is' b'so' b'typical.' b'could' b'you' b'be' b'anymore' b'?' b'just' b'look' b'at' b'the' b'hate' b'her' b'feed.' b'you' b'say' b'#notmypresidnet'
235,"b'user' b'if' b'you' b'are' b'one' b'of' b'the' b'64.2' b'mil' b'#americans' b'who' b'rejected' b',' b'#bigotry' b'&amp;' b'#hatred' b'fly' b'your' b'flag' b'half' b'mast' b'on'"
236,b'user' b'check' b'out' b'this' b'post!' b'confession:'
237,"b'user' b'outrageous,' b'#un' b'vote:' b'un' b'voting' b'against' b'#israeli' b'#jewish' b'businesses' b'only' b'in' b'#judea' b'and' b'#samaria'"
238,b'shut' b'up'
239,"b'in' b'the' b'#gop' b'#deplorable' b'i' b'have' b'seen' b'many' b'""conservative""' b'memes' b'over' b'the' b'last' b'8' b'years' b'#notfunny'"
240,"b'i' b""wasn't"" b'aware' b'facebook' b'was' b'a'"
241,b'user' b'exemplifies' b'the' b'#swamp' b'draining' b'it' b'#20days' b'#dems' b'#taxpayer' b'thieves' b'#islamicterrorist'
242,b'user' b'you' b'might' b'be' b'a' b'libtard'
243,b'#alexpascal' b'was' b'#friend' b'of' b'my' b'late' b'daddy' b'and' b'my' b'#music' b'teacher.' b'user' b'user' b'user' b'eu' b'easteuropeans'
244,b'user' b'#falsenarrative' b'#falseequavalency' b'your' b'comments' b'are' b'reflections' b'of' b'ignorance'
245,b'episode' b'6' b'of' b'the' b'guns' b'for' b'everyone' b'#podcast' b'is'
246,b'user' b'we' b'were' b'talking' b'about' b'obama' b'and' b'your' b'and' b'#bigotry.' b'stay' b'on'
247,b'sea' b'shepherd' b'suppoers' b'are'
248,"b'user' b'#obama' b'suppoing' b'#communism+#islam' b'which' b'is' b'another' b'as' b'deadly' b'ideology' b""isn't"" b""'bout"" b'#race-only'"
249,b'prison' b'officers' b'goaded' b'#muslim' b'inmates' b'until' b'they' b'needed' b'to' b'be' b'restrained' b'as' b'pa' b'of' b'a'
250,b'speaking' b'of' b'in' b'#science' b'and' b'#medicine...' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x92\xc3\xb0\xc2\x9f\xc2\x98\xc2\x92\xc3\xb0\xc2\x9f\xc2\x98\xc2\x92' b'cc'
251,b'user' b'how' b'is' b'the' b'word' b'#love' b'even' b'in' b'your' b'vocabulary?' b'do' b'you' b'know' b'what' b'it'
252,"b'icymi:' b'""why' b'2016' b'was' b'not' b'a' b'complete' b'washout' b'for' b'anti-racism""' b'by'"
253,b'*this*' b'is' b'everything' b'the' b'next' b'4' b'years' b'will' b'be.' b'#neverump' b'#pussygrabberinchief' b'#idiocracy'
254,b'women' b'nude' b'anal' b'anal' b't'
255,b'porn' b'blue' b'tube' b'office'
256,b'user' b'your' b'comments' b'are' b'reflections' b'of' b'total' b'ignorance' b'and'
257,"b'the' b'user' b'lady' b'said' b""it's"" b'the' b'juniors' b'only' b'area' b'(it' b""wasn't)"" b'&amp;' b""i'd"" b'be' b'ask' b'to' b'leave' b'if' b'someone' b'complained.' b'then' b'her' b'boss' b'defended'"
258,b'user' b'#gtfoh' b'if' b'itz' b'not' b'#crackalogic' b'to' b'malign' b'a' b'black' b'woman' b'abt' b'raising' b'her' b'son' b'instead' b'of' b'arresting' b'the' b'white' b'man' b'who' b'choked'
259,"b'fo' b'woh,' b'texas,' b'police' b'chief:' b'officer' b'acted' b""'rude'"" b'but' b'not' b'racist' b'in' b'viral'"
260,"b'user' b'#allahsoil' b'if' b'the' b'fear' b'mongers' b'become' b'the' b'loudest' b'voices,' b'who' b'knows' b'what' b'could' b'happen.'"
261,"b'user' b'user' b'user' b'is' b'this' b'a' b'new' b'one?' b'either' b'way,' b'#men' b'disgraced'"
262,"b'police,' b'check' b'cashing' b'industry,' b'atlanta' b'and' b'profiling' b'black'"
263,"b'user' b'user' b""i'm"" b'defending' b'a' b'woman' b'against' b'condescension.' b'although' b'i' b'saw' b'you' b'tweet' b'that' b'she' b'belongs' b'in' b'the'"
264,b'stop' b'these' b'chelski'
265,"b'jeff' b'sessions' b'omits' b'decades' b'of' b'records' b'for' b'his' b'ag' b'confirmation' b'hearing' b'user' b'you' b""can't"""
266,b'user' b'buffalo' b'parents' b'rally' b'to' b'remove' b'trump' b'ally' b'carl' b'paladino' b'from' b'school' b'board' b'after'
267,b'#buffalo' b'school' b'board' b'demanding' b'#resignation' b'after' b'\xc3\xa2\xc2\x80\xc2\x98\xc3\xa2\xc2\x80\xc2\x99' b'remarks' b'made'
268,"b'user' b'hey,' b'user' b'-' b'what' b'is' b'going' b'to' b'be' b'done' b'about' b'this' b'teacher' b'making'"
269,"b'#nigelfarage:' b'""for' b'too' b'many' b'years' b'any' b'criticism' b'of' b'#immigration' b'#' b'or' b'its' b'effects' b'on' b'society' b'have' b'been' b'shut' b'down'"
270,b'wants' b'obama' b'to' b'catch' b'mad' b'cow' b'disease' b'after' b'being' b'caught' b'w/herford.' b'dies' b'before' b'trial.' b'buried' b'in' b'cow'
271,b'trumps' b'wall' b'is' b'not' b'about' b'.' b'the' b'coal' b'fired' b'electrical' b'producers' b'need' b'to' b'dispose' b'of' b'#sulfur' b'fly' b'ash'
272,b'will' b'send' b'you' b'to' b'the' b'#trump' b'inauguration~' b'join'
273,b'when' b'the' b'#sisterinlaw' b'gets' b'#frustrated.' b'women' b'have' b'to'
274,b'i' b'have' b'to' b'say' b'i' b'love' b'me' b'some' b'user' b'user' b'user' b'even' b'if' b'user' b'is'
275,b'#mcconnell' b'obstruction' b'goes' b'all' b'the' b'way' b'back' b'to' b'when' b'he' b'discovered' b'#obama' b'was'
276,b'so' b'is' b'it' b'offical' b'that' b'#jews' b'are' b'officially' b'in' b'the' b'eyes' b'of' b'the' b'#libtard'
277,b'the' b'latest' b'science' b'u' b'can' b'use' b'daily!' b'thanks' b'to'
278,b'user' b'diisgusted' b'by' b'the' b'perks' b'offered' b'to' b'passengers' b'of' b'the' b'same' b'race' b'as' b'male' b'crew' b'members' b'on' b'flt' b'43.' b'vs' b'others' b'who' b'arnt'
279,b'the' b'#truth' b'abt' b'#police'
280,b'happy' b'new'
281,b'user' b'nicola' b'sturgeon' b'sends' b'her' b'christmas' b'message' b'surrounded' b'by' b'white' b'children.' b'no' b'brown' b'kids' b'for' b'nationalist'
282,"b'user' b'india' b'willoughby\xc3\xa2\xc2\x80\xc2\x99s' b'entitlement' b'is' b'socialized,' b'not' b'innate' b'sick' b'of' b'revoltingly' b'entitled' b'tws'"
283,b'user' b'anyone' b'claiming' b'#trump' b'ran' b'on' b'a' b'#whitesupremacy' b'platform' b'immediately' b'becomes' b'#fakenews' b'&amp;' b'loses' b'all'
284,b'user' b'multiple' b'types' b'of' b'racism' b'in'
285,"b'user' b'you' b'may' b'have' b'good' b'intentions' b'in' b'saying' b'""i' b""don't"" b'see' b'color,""' b'but' b""you're"" b'missing' b'the'"
286,"b'i' b""won't"" b'waste' b'my' b'time' b'on' b'some' b'sdob' b'that' b'has' b'to' b'plaster' b'color' b'on' b'his' b'profile' b'blm' b'bacon' b'lettuce' b'maters' b'matter' b'on' b'2' b'slices' b'of'"
287,b'the' b'latest' b'the' b'african' b'american' b'turmoil!' b'thanks' b'to' b'user' b'user'
288,b'will' b'the' b'alt-right' b'promote' b'a' b'new' b'kind' b'of' b'racist' b'genetics?'
289,b'word' b'factory:' b'race' b'denial' b'prevents' b'healing!' b'#southafrica' b'#leadership' b'#transformation' b'#inequality'
290,b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
291,b'user' b'chaplin' b'-' b'the' b'dictator' b'speech' b'via'
292,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
293,"b'excellent' b'idea!' b'dig' b'deep' b'&amp;' b'hang' b""'em"" b'high!' b'#treason' b'#aidingenemies' b'#fraud' b'#coverups' b'#benghazi' b'#extoion17'"
294,"b'user' b""it's"" b'clear' b""y'all"" b'had' b'no' b'good' b'reason' b'to' b'hand' b'the' b'keys' b'over' b'to' b'a' b'goon.' b'but'"
295,b'user' b'again' b'user' b'looks' b'like' b'a' b'damned' b'fool!' b'for' b'50' b'years' b'the' b'usa' b'has' b'openly' b'opposed' b'settlement' b'buliding' b'by' b'#israel!'
296,b'user' b'user' b'thank' b'you' b'mr.' b'president' b'obama.' b'the' b'light' b'that' b'revealed' b'darkness' b'in' b'we' b'the' b'people' b'of' b'the' b'usa.' b'we' b'are'
297,b'user' b'this' b'should' b'have' b'been' b'enough' b'2' b'just' b'say' b'no' b'#notmypres' b'#wtf2016' b'#neverump' b'#unpresidented' b'#bigot'
298,b'the' b'bear\xc3\xa2\xc2\x80\xc2\x99s' b'rapacious' b'hunger' b'for' b'oil' b'also' b'sealed' b'its' b'doom.'
299,b'#carl' b'#paladino' b'says' b'#michelle' b'#obama' b'should' b'#live' b'with' b'a' b'#gorilla' b'#resign' b'#resignation' b'#stop'
300,"b'user' b'user' b'gives' b'white' b'nationalist' b'troll' b'a' b'platform' b'to' b'spread' b'his' b'hate.' b""won't"" b'be' b'reading/buying' b'any' b'of' b'their'"
301,"b'""black' b'lives' b'matter' b'#blm' b'except' b'for' b'mine' b'apparently""' b'have' b'the' b'patience' b'2' b'watch' b'this' b'all' b'the' b'way'"
302,b'the' b'stupidity' b'of' b'the' b'alcoholic' b'#wiunion' b'hags' b'is' b'the' b'stuff' b'of'
303,"b'#people' b""aren't"" b'protesting' b'#trump' b'because' b'a' b'#republican' b'won-they' b'do' b'so' b'because' b'trump' b'has' b'fuhered'"
304,b'user' b'2017' b'\xc3\xa2\xc2\x80\xc2\x93' b'make' b'fakequity' b'great(er)' b'again' b'via'
305,"b'user' b'your' b'definition' b'of' b'subtle' b""doesn't"" b'count.' b'use' b'the' b'english' b'dictionary' b'definition.' b'otherwise' b'you' b'risk'"
306,"b'user' b'user' b'piece' b'of' b'shit,' b'#hrc' b'emails' b'r' b'nothing' b'compared' b'2' b'u!' b'apologize' b'for' b'spew' b'against'"
307,"b'user' b'who' b'the' b'hell' b'is' b'juan' b'to' b'decide' b'if' b'kellyann' b'can' b'raise' b'her' b'kids' b'and' b'work?' b""we've"" b'been' b'doing' b'it' b'for' b'years!' b""can't"""
308,b'#trump' b'hooked' b'the' b'healand' b'by' b'validating'
309,b'video' b'men' b'and' b'womenmalayalam' b'girl' b'with' b'dreads' b'porn'
310,b'user' b'#crybully' b'#snowflakes' b'wanna' b'talk' b'about' b'&amp;/or' b'#diversity?' b'but' b'read' b'brief' b'honesty' b'of' b'user' b'editor'
311,b'dear' b'politicians' b'&amp;' b'media' b'this' b'jind' b'insident' b'is' b'not' b'but' b'a' b'matter' b'of' b'#humanrights' b'&amp;' b'safety' b'of' b'women' b'in'
312,"b""here's"" b'a' b'?for' b'the' b'day' b'the' b'government' b'and' b'states' b""county's"" b'etc.' b'can' b'#ban' b'smoking,' b'#saying' b'ceain' b'words' b',' b'#clothing' b'in' b'schools' b'...so'"
313,b'user' b'#allahsoil' b'we' b'should' b'never' b'equate' b'culture' b'with' b'exclusive' b'geographic' b'boundaries' b'\xc3\xa2\xc2\x80\xc2\xa6'
314,b'#whitenationalist' b'leader' b'reveals' b'5' b'of' b'his' b'most' b'horrifying' b'hopes' b'for'
315,b'user' b'win' b'with' b'dignity' b'you' b'chauvinist'
316,b'new' b'york' b'bistro' b'faces' b'shocking' b'accusations:' b'hosts' b'hid' b'minorities' b'at' b'cramped' b'tables' b'\xc3\xa2\xc2\x80\xc2\x98out' b'of'
317,"b'""your' b'people""' b'would' b'have' b'all' b'died' b'of' b'scurvy' b'their' b'first' b'winter' b'if' b'the' b'first' b'nations' b""hadn't"" b'shown' b'them' b'a'"
318,b'chaplin' b'-' b'the' b'dictator' b'speech' b'via'
319,b'how' b'was' b'first' b'officially' b'codified' b'in'
320,"b'why' b'do' b'all' b'""#liberals""' b'look' b'the' b'same?' b'i' b'mean' b'i' b'know' b'that' b""i'm"" b'being' b'for' b'saying' b'this' b'but' b'cmon!' b'ps.' b'where' b'do'"
321,"b'was' b'just' b'cussed' b'out' b'&amp;' b'called' b'a' b'racist' b'on' b'fb' b'over' b'""work' b'attire""' b'thread' b'yep.' b'my' b'comment' b'was' b'dreads' b'wouldnt' b'be' b'safe' b'in' b'ceain' b'jobs.'"
322,"b'user' b""it's"" b'not' b'just'"
323,"b'user' b'good' b'job' b'on' b'reducing' b'a' b'talented' b'performer' b'to' b'her' b'physical' b'""assets,""' b'you' b'#misogynist' b'douchewaffle.'"
324,b'precisely' b'why' b'the' b'deplorables' b'are' b'up' b'in'
325,"b'#lgbti' b'#poc' b'need' b'to' b'speak' b'up' b'against' b'the' b""that's"" b'rife' b'within' b'the' b'#lgbti' b'community!' b""it's"""
326,b'nothing' b'would' b'be' b'more' b'dangerous' b'than' b'to' b'give' b'#putinschoice' b'the' b'impression' b'we'
327,"b'user' b""__luicalibre__'s"" b'video' b'a' b'close' b'fiends' b'dad' b'died' b'on'"
328,"b'user' b""it's"" b'hard' b'to' b'believe' b'i' b'live' b'in' b'a' b'world' b'where' b'my' b'700' b'pa' b'hillary' b'thread' b""isn't"" b'trending' b'but' b'""tony' b'hawk""' b'is.'"
329,"b'fuck' b'#xenophobia' b'and' b'!' b'drink' b'arabian' b'spiced' b'coffee,' b'and' b'eat' b'berberian' b'spiced' b'food!' b'#rainbow' b'#diversity'"
330,b'user' b'this' b'thread' b'is' b'the' b'fully' b'bomb.' b'racism' b'is' b'the' b'most' b'effective' b'weapon' b'of' b'white' b'supremacy.' b'it' b'has' b'no' b'i' b'test' b'in' b'being'
331,"b""#trump's"" b'allies' b'r' b'unstoppable!' b'#obama' b'via'"
332,"b'great' b'aicle' b'of' b'truth' b'about' b'#trc' b'needs.' b'comments' b'back' b'up' b'why' b""it's"" b'needed.' b'#indignenous' b'-' b'via'"
333,b'user' b'black' b'professor' b'makes' b'assumptions' b'about' b'an' b'entire' b'race' b'whilst' b'speaking' b'for' b'entire' b'race.' b'next' b'week' b'the'
334,"b'user' b'if' b'you' b'are' b'one' b'of' b'the' b'64.2' b'mil' b'#americans' b'who' b'rejected' b',' b'#bigotry' b'&amp;' b'#hatred' b'fly' b'your' b'flag' b'half' b'mast' b'on'"
335,b'researchers:' b'most' b'effective' b'way' b'to' b'fight' b'requires' b'white' b'people' b'calling' b'out' b'white'
336,"b'it' b'was' b'an' b'error' b'on' b'my' b'pa' b'i' b'agree.' b'she' b'was' b'an' b'exceptional' b'performer,' b'i' b'was' b'thrown' b'off' b'by' b'an' b'something'"
337,b'user' b'i' b'decided' b'to' b'become' b'a' b'#feminist' b'beginning' b'1/1/17.' b'if' b'any' b'feminists' b'are' b'reading' b'plz' b'help' b'to' b'find' b'educational'
338,"b'2016' b'was' b'the' b'year' b'white' b'liberals' b'realized' b'how' b'unjust,' b',' b'and' b'sexist' b'america'"
339,"b'why' b'only' b'target' b'little' b'#muslim' b'children' b'for' b'mispronouncing' b'""terraced' b'house""' b'&amp;' b'treat' b'them' b'like'"
340,b'wen' b'will' b'south' b'choose' b'dark' b'south' b'heroines.' b'kajal' b'tamanna' b'amy'
341,b'he' b'should' b'turn' b'in' b'his'
342,b'#feminism' b'and' b'#equality' b'helps' b'#everyone' b'it' b'helps' b'#men' b'and' b'#women' b'hus' b'everyone'
343,"b'bout' b'to' b'spend' b'new' b""year's"" b'eve' b'playing' b'the' b'game'"
344,"b'my' b""family's"" b'horrible' b'attack' b'at' b'#thegreenpalmcottage' b'in' b'#plettenburgbay' b'#westerncape' b'thyini' b'thiza!' b'we' b'want'"
345,b'her' b'not' b'working' b'with' b'trump' b'should' b'be' b'a' b'good'
346,b'user' b'user' b'you' b'can' b'go' b'ahead' b'&amp;' b'change' b'your' b'profile' b'pic.' b'hepburn' b'was' b'an' b'ambassador' b'to' b'unicef' b'&amp;' b'your' b'ignorance' b'would'
347,b'user' b'#truth' b'from' b'user' b'user' b'about'
348,b'these' b'#conservative' b'white' b'boys' b'(yea' b'calling' b'you' b'#punks' b'boy' b'like' b'you' b'did/do' b'us)' b'like' b'user' b'user' b'etc' b'annoy'
349,"b'""' b'in' b'the' b'workplace' b'&amp;' b'family' b'responsibilities' b'add' b'to' b'pressure' b'as' b'they' b'face' b'unequal' b'pay' b'&amp;' b'lack' b'of'"
350,b'user' b'stop' b'perpetuating' b'false' b'racism' b'and' b'leftist' b'subversive' b'politically' b'correct' b'propaganda.' b'america' b'is' b'not' b'racist!'
351,"b'user' b'trump' b'lackey' b'carl' b'palladino' b'is' b'th' b'get' b'of' b'a' b'mating' b'betwn' b'a' b'pig' b'&amp;' b'a' b'hyena' b'&amp;' b'iq' b'of' b'a' b'slug.' b'apologies' b'to' b'all' b'pigs,'"
352,"b'user' b'you' b""don't"" b'think' b'w' b'will' b'share' b'guarani' b'aquifer' b'water' b'w' b'those' b'who' b'humiliated' b'little' b'brother,'"
353,"b'user' b'says' b""he's"" b'ashamed' b'of' b'things' b""he's"" b'done' b'but' b'continues' b'to' b'make' b'shameful' b'remarks' b'to'"
354,b'peruvian' b'women' b'nds' b'adult'
355,b'user' b'your' b'comments' b'are' b'reflections' b'of' b'ignorance' b'and' b'user' b'user'
356,"b'i' b'think' b'his' b'the' b'worst' b'in' b'everything,' b'his' b'hatred' b'towards' b'our' b'country' b'was' b'too'"
357,"b'keep' b'in' b'mind' b'user' b'is' b'totally' b'not' b',' b'but' b'all' b'whites' b'are'"
358,b'greek' b'girls' b'having' b'ana' b'sex' b'black' b'girl'
359,"b'#allahsoil' b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'people\xc3\xa2\xc2\x80\xc2\x9d' b'originally' b'meant' b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'white,' b'landholding' b'males.\xc3\xa2\xc2\x80\xc2\x9d'"
360,b'#manipur' b'#ndtv' b'#timenow' b'#samachar' b'#zeenews' b'#dordarshan' b'#genocide' b'what' b'would' b'be' b'the' b'reaction' b'of'
361,b'this' b'is' b'beyond' b'upsetting.' b'i' b'was' b'one' b'of' b'her' b'biggest'
362,"b'user' b'ik' b'right' b'some' b'other' b'racist' b'makes' b'a' b'meme' b'&amp;they' b'swear' b""it's"" b'proof,' b'what' b'happened' b'to' b'#fakenews' b'#fakenewsmedia'"
363,b'if' b'reginald' b'mcfadden' b'had' b'face' b'to' b'face' b'interviews' b'about' b'being' b'#returningcitizens' b'then' b'commutations' b'would' b'be'
364,b'kevin' b'macdonald:' b'ethnocentrism' b'is' b'normal' b'and' b'rational' b'#race' b'#ethnocentrism'
365,b'user' b'reading' b'4' b'the' b'next' b'american' b'#revolution'
366,b'j.c' b'penney' b'employee' b'holds' b'customer' b'in' b'headlock' b'wow' b'and' b'they' b'havent'
367,b'peace' b'out' b'fucku2016:' b'2017' b'won\xc3\xa2\xc2\x80\xc2\x99t' b'be' b'better' b'unless' b'we' b'loudly'
368,b'#trump' b'ally' b'made' b'remarks' b'towards' b'obamas' b'-' b'dec' b'24' b'9:52' b'am'
369,"b'i' b""don't"" b'even' b'know' b'what' b""is/isn't"""
370,b'user' b'user' b'have' b'the' b'balls' b'to' b'it' b'and' b'expose' b'me' b'as' b'a'
371,b'user' b'user' b'user' b'typical' b'lying' b'#leftist!' b'thats' b'slander' b'of' b'a' b'grp!' b'#christians' b'dont' b'kill'
372,b'paul' b'beloy:' b'is' b'still' b'an' b'issue' b'at' b'varying' b'levels' b'in' b'belgian' b'football' b'user' b'by' b'#adamitv' b'via'
373,b'user' b'it\xc3\xa2\xc2\x80\xc2\x99s' b'official:' b'hate' b'breeds'
374,"b'user' b'that' b'whole' b'#russia' b'#trump' b'#tiesto' b',' b'#whiteamerica' b'too' b'stupid,to' b'realise' b'that' b'a' b'young' b'progressive'"
375,b'user' b'user' b'user' b'tragic' b'4' b'white' b'americans' b'that' b'prompts' b'so' b'many' b'2' b'vote' b'4' b'candidates' b'who' b'will' b'slash' b'their'
376,b'how' b'will' b'society' b'overcome' b'?' b'is' b'it' b'possible' b'to' b'end' b'racism?' b'it' b'happens' b'one' b'person' b'at' b'a'
377,b'user' b'user' b'in' b'atlanta' b'the' b'mayor' b'&amp;' b'police' b'force' b'allow' b's' b'to' b'rule' b'the' b'city' b'block' b'roads' b'&amp;' b'freeways' b'w/o'
378,b'user' b'you' b'might' b'be' b'a' b'libtard'
379,b'user' b'#allahsoil' b'we' b'should' b'not' b'conflate' b'islamic' b'extremism' b'with' b'terrorism'
380,b'user' b'the' b'latest' b'the' b'knitting' b'clio' b'daily!' b'thanks' b'to' b'user' b'user'
