,tweet
194,"b'&#8220' b'austinmahone:' b'just' b'got' b'a' b'new' b'fish' b""it's"" b'albino' b'and' b'i' b'named' b'him' b'shaquita' b'#yee&#8221;'"
195,b'&#8220' b'basebaiivines:' b'michael' b'pineda' b'hides' b'pine' b'tar...on' b'his' b'neck' b'fact' b'that' b'the' b'yankees' b'cheat' b'&#128077;&#128077;&#128077;' b'go' b'red'
196,b'&#8220' b'beautyofasinner:' b'so' b'they' b'really' b'deleted' b'flappy' b'bird' b'from' b'the' b'app' b'store' b'cus' b'someone' b'killed' b'themselves' b'over' b'it' b'&#128514;&#8221;' b'foreal' b'foreal' b'??'
197,"b'&#8220' b'bestofads:' b'rape?' b'cannibalism?' b'you' b""won't"" b'recognize' b'the' b'original' b'versions' b'of' b'these' b'fairy' b'tales' b'man'"
198,b'&#8220' b'bobbybudnic' b'oxtails' b'and' b'yellow' b'rice' b'is' b'blasphemy&#8221;'
199,b'&#8220' b'burgerking:' b'what&#8217;s' b'going' b'to' b'be' b'your' b'pick' b'for' b'#selectionsunday?' b'#2for5' b'#watchlikeaking' b'make' b'colored' b'folk'
200,"b'&#8220' b'cmre24' b'wasn&#8217;t' b'that' b'great' b'to' b'me' b'either' b'rt' b'ahki117:' b'""equalizer""' b'was' b'trash' b'denzel' b'officially' b'washed' b'bruh&#8221;neither' b'was'"
201,b'&#8220' b'cryaboutitnigga:' b'i' b'get' b'paid' b'too' b'chill.&#8221;' b'share' b'the' b'wealth' b'lil'
202,b'&#8220' b'captainyankee2:' b'two' b'of' b'the' b'best' b'yankees' b'derek' b'jeter' b'and' b'joe' b'torre' b'#joetorreday'
203,b'&#8220' b'commonblackgiri:' b'here&#8217;s' b'to' b'all' b'the' b'kids' b'who' b'have' b'never' b'found' b'their' b'name' b'on' b'anything' b'in' b'a' b'souvenir' b'store&#8221;' b'thanks' b'mom' b'for' b'the' b'ghetto'
204,"b'&#8220' b'commonmankfan:' b'and' b""that's"" b'why' b'mock' b'drafts' b'are' b'a' b'joke' b'my'"
205,b'&#8220' b'diycookery:' b'oreo' b'cookies&#128523;'
206,b'&#8220' b'dshmee:' b'tom' b'brady' b'slowly' b'becoming' b'washed?&#128064;&#8221;' b'nah..' b'his' b'weapons' b'just'
207,b'&#8220' b'deuce1990:' b'what' b'will' b'the' b'lakers' b'be' b'after' b'kobe&#8221;'
208,"b'&#8220' b'el_grillo1:' b'islamic' b'state' b'suspects' b'in' b'indonesia' b'are' b'chinese' b'uighurs' b'jihadis:' b""they're"" b'not' b'just' b'a' b'prc'"
209,b'&#8220' b'giannenichole:' b'lakers' b'really'
210,b'&#8220' b'greatgawd:' b'name' b'something' b'trash&#8221;'
211,b'&#8220' b'heykeifer:' b'golden' b'oreos' b'&#128016;' b'regular' b'oreos' b'&#128686;&#8221;'
212,b'&#8220' b'heykeifer:' b'oreos' b'are' b'basically' b'dirt' b'circles' b'with' b'cream.&#8221;'
213,b'&#8220' b'humbleteej:' b'elisabethepps' b'where' b'am' b'i' b'on' b'this' b'rating' b'scale???&#8221;' b'depends.' b'you' b'still' b'wearing' b'them' b'colored' b'contacts' b'or'
214,b'&#8220' b'iifetip:' b'kit' b'kat' b'brownies.'
215,b'&#8220' b'imtoblame:' b'bruh' b'rt' b'priscocbs:' b'trent' b'took' b'the' b'yellow'
216,b'&#8220' b'jaygorgeous:' b'i' b'need' b'more' b'beanies&#8221;just' b'ordered' b'two' b'true' b'religion' b'ones'
217,b'&#8220' b'johnelhadleyjr:' b'uncle' b'charlie' b'just' b'got' b'thru' b'lip'
218,b'&#8220' b'juanndacut:' b'when' b'twitter' b'rappers' b'dm' b'me' b'their' b'trash'
219,b'&#8220' b'jukejuke_9:' b'lance' b'stevenson' b'gone' b'leave' b'indiana&#8221;' b'he' b'trash'
220,b'&#8220' b'juniormaye8:' b'a' b'lot' b'of' b'them' b'are' b'though.' b'attitudes' b'be' b'pure'
221,b'&#8220' b'karynhalpin:' b'where' b'do' b'all' b'the' b'foreskins' b'go' b'when' b'they' b'circumcise' b'a' b'guy?&#8221;' b'the' b'foreskin' b'fairy' b'takes' b'them' b'after' b'you' b'put' b'them' b'under' b'your'
222,b'&#8220' b'kik2clean:' b'brah' b'wiz' b'cheated' b'&#128514;&#128557;' b'she' b'had' b'hair' b'like' b'a' b'dyke.....' b'uh..'
223,"b'&#8220' b'king_sm' b'if' b'howard' b'elbow' b'bosh,' b'will' b'bosh' b'fight' b'back?&#8221;' b""don't"" b'have' b'to' b'got' b'mcbob' b'bird' b'and'"
224,b'&#8220' b'lastwordevan:' b'an' b'inning' b'and' b'a' b'half' b'away' b'from' b'alex' b'rodriguez' b'being' b'eligible' b'to' b'play.' b'just' b'a' b'thought.' b'#yankees' b'#mlb&#8221;' b'omg.' b'feel' b'an'
225,b'&#8220' b'mannybdlopez:' b'when' b'you' b'open' b'your' b'starburst' b'candy' b'and' b'get' b'2' b'yellows' b'lmao'
226,b'&#8220' b'mommemusthaves:' b'mmmh' b'daily' b'is' b'out!' b'stories' b'via' b'kristincruz&#8221;' b'exmoshow' b'#yellow' b'is' b'in!' b'&amp;' b'romyraves' b'luv' b'the'
227,"b'&#8220' b'ogbeard:' b'some' b'of' b""y'all"" b'bios' b'are' b'trash.&#8221;' b'mine' b'pretty'"
228,"b'&#8220' b'plmpcess:' b'in' b'the' b'fashion' b'world' b'""urban""' b'means' b'""stolen' b'from' b'black' b'people""' b'its' b'ghetto' b'on' b'us,' b'and' b'urban' b'on' b'them' b'haha'"
229,"b'&#8220' b'prayforjack' b'i' b'survived' b'swine' b'flu,' b'bird' b'flu,' b'west' b'nile' b'and' b'the' b'bloomberg' b'administration.' b""i'll"" b'be' b'fine&#8221;the' b'abortion' b'survival.' b'cant' b'4get'"
230,b'&#8220' b'pubesonfleek:' b'my' b'tweets'
231,b'&#8220' b'queendev_:' b'my' b'leave' b'out' b'is' b'trash' b'&#128552;&#8221;&#128557;&#128557;&#128557;' b'u'
232,b'&#8220' b'raleighbeougher:' b'dumb'
233,"b'&#8220' b'rudenation21:' b'when' b'girls' b'take' b'my' b'snap' b'backs' b'and' b'beanies' b'lol&#128169;' b""that's"" b'35' b'dollars' b'a' b'hat' b'and' b'40' b'for' b'the' b'ax' b'beanies' b'&#128530;&#8221;i' b""don't"" b'let' b'them' b'take'"
234,b'&#8220' b'sarabiaerik:' b'i' b'just' b'accidentally' b'ate' b'a' b'pot' b'brownie.' b'i' b'guess' b'there' b'goes' b'my' b'pledge' b'of' b'being' b'drug' b'free' b'for' b'life' b'.' b'lolz' b'.&#8221;'
235,"b'&#8220' b'sexualmedic:' b'how' b'i' b'feel' b'when' b""i'm"" b'throwing' b'trash' b'away...' b'everyday' b'in'"
236,b'&#8220' b'shessoblessed_:' b'oreos' b'and' b'milk'
237,"b'&#8220' b'twolvegirl:' b'i' b'find' b'myself' b'wanting' b'to' b'google' b'""the' b'yellow' b'king""' b'#truedetective&#8221;' b'no' b'kidding!' b'what' b'is' b'going'"
238,b'&#8220' b'thefunnyvine:' b'red' b'neck' b'ice' b'bucket' b'challenge' b'&#128514;' b'he' b'must' b'be' b'from' b'the'
239,b'&#8220' b'thesportsdiva23:' b'adam' b'jones' b'homers' b'yankees' b'now' b'lead' b'5-3.&#8221;guy' b'is' b'a'
240,b'&#8220' b'tom_2times:' b'making' b'weed' b'brownies' b'tonight&#8221;' b'goin' b'slide' b'me' b'a' b'batch'
241,"b'&#8220' b'tryhardsilva:' b'quote' b'this' b'with' b'a' b'weezy' b'verse""' b""i'm"" b'a' b'diamond' b'in' b'the' b'rough' b'like' b'a' b'baby' b'in' b'the'"
242,"b'&#8220' b'utragers:' b'colt' b'mccoy' b'wins&#8252;&#65039;' b'#hookem&#128002;&#8221;' b""he's"" b'still'"
243,b'&#8220' b'worstraplyrlcs:' b'is' b'this'
244,b'&#8220' b'willyc14_:' b'&#8220' b'urbie_6:' b'#singlebecause' b'ill' b'find' b'a' b'cute' b'hoosier' b'to' b'date' b'next' b'year' b'&#128527;&#8221;' b'tgold32&#8221;'
245,b'&#8220' b'yankees:' b'#yankees' b'and' b'red' b'sox' b'are' b'scoreless' b'as' b'we' b'play' b'in' b'the' b'2nd' b'inning.&#8221;' b'the' b'bambino' b'is'
246,"b'&#8220' b'yankees:' b'alfredo' b'aceves' b'in' b'to' b'relieve' b'cc_sabathia' b'here' b'in' b'the' b'4th.' b'#yankees&#8221;' b'he' b'needs' b'to' b'go' b'away' b',' b'gas' b'can'"
247,b'&#8220' b'yattabing' b'cavs' b'trash..' b'heat' b'trash..' b'smh&#8221;pat' b'gotta' b'make'
248,b'&#8220' b'yummy:' b'oreo' b'ice' b'cream' b'cake' b'&#128588;'
249,"b'&#8220' b'_lovecarolina_:' b'my' b'lakers' b'are' b'going' b'to' b'be' b'so' b'trash' b'this' b'season' b'i' b""can't"" b'wait' b'&#128588;&#128079;&#128530;&#8221;'"
250,"b'&#8220' b'__bino:' b'looking' b'at' b'nip' b'rings' b'i' b""can't"" b'wait' b'until' b'i' b'can' b'change' b'mine' b'&#128527;&#8221;' b'&#128221;&#128064;&#128209;'"
251,b'&#8220' b'__black_jesus:' b'&#8220' b'lil_aerii:' b'happy' b'new' b'year' b'&#127882;&#127881;&#127881;&#127881;&#127881;&#127881;&#127881;&#127882;&#127882;&#8221;' b'check' b'yo' b'clock' b'hun' b'we' b'got' b'another' b'hour' b'lol..&#8221;they' b'just' b'did' b'the' b'lil' b'count' b'down'
252,"b'&#8220' b'anallanusa32:' b'83' b""you're"" b'really' b'cool' b""you're"" b'good' b'at' b'basketball.' b'and' b'your' b'a' b'zebra' b'&#127936;&#128060;&#8221;' b'is' b'this'"
253,b'&#8220' b'butter_obama:' b'i' b'hate' b'when' b'i' b'attempt' b'to' b'make' b'the' b'yellow' b'light' b'but' b'the' b'car' b'infront' b'of' b'me' b'stops' b'at' b'the' b'light' b'&#128545;&#128545;&#128545;&#8221;&#8252;&#65039;' b'i' b'be' b'wanting' b'to'
254,b'&#8220' b'coltscommunity' b'pacers' b'nflcolts' b'indystar' b'#chuckstrong' b'#goldswagger' b'thats' b'awesome'
255,b'&#8220' b'fatbellybella:' b'i' b'know' b'u' b'didnt' b'hit' b'that' b'jigga' b'with' b'my' b'fav' b'purse.' b'..' b'solangeknowles&#8221;--no' b'chill!'
256,b'&#8220' b'ghostriderj1:' b'yankees' b'will' b'never' b'have' b'someone' b'wear' b'a' b'single' b'digit' b'uniform' b'again' b'after' b'this' b'season&#8221;' b'wow.' b'shows' b'that' b'is' b'an' b'epic'
257,b'&#8220' b'hoppk92:' b'wccorosen' b'sick' b'of' b'all' b'the' b'trash' b'talk' b'and' b'cocky' b'attitudes.' b'#shutupandplay&#8221;' b'refs' b'have' b'to' b'take' b'control' b'when'
258,b'&#8220' b'icarleybby:' b'&#8220' b'djzeeti:' b'twitpic' b'a' b'selfie' b'with' b'light' b'colored'
259,b'&#8220' b'isignmyownboobs' b'thats' b'my' b'fav' b'part' b'on' b'take' b'care&#8221;whole' b'album'
260,b'&#8220' b'iamkrause:' b'all' b'i' b'see' b'in' b'every' b'#iftheygunnedmedown' b'tweet...' b'be' b'like' b'da' b'colored' b'brady'
261,b'&#8220' b'jerseyzbest74:' b'eagles' b'fans' b'dont' b'except' b'the' b'fact' b'that' b'mcoy' b'been' b'trash' b'this' b'year' b'and' b'that' b'everybody' b'figured' b'out' b'that' b'spread'
262,"b'&#8220' b'lakeshow73:' b'wccorosen' b'too' b'bad' b'the' b'optimism' b'i' b'have' b'for' b'the' b'royals,' b'you' b""don't"" b'have' b'for' b'the' b'twins!!' b'take' b'those' b'""rose(ie)' b'colored' b'glasses'"
263,b'&#8220' b'notflappybird:' b'tag' b'a' b'friend' b'that' b'sucks' b'at' b'flappy' b'bird&#8221;'
264,"b'&#8220' b'nypost:' b'if' b'you' b'used' b'the' b'obamacare' b'website' b'you' b'should' b'definitely' b'change' b'your' b'password' b'hahahahahah' b""that's"""
265,"b'&#8220' b'rihanna:' b'we' b'raided' b""nicki's"" b'wig' b'closet' b'for' b'the' b'summer!' b'bad' b'gals' b'just' b'wanna' b'have' b'fun!' b'this' b'bitch' b'has' b'the' b'a' b'nerve'"
266,"b'&#8220' b'sorryimalex:' b""i'm"" b'only' b'back' b'cause' b'i' b""don't"" b'wanna' b'see' b'the' b'boys' b'lose' b'to'"
267,b'&#8220' b'sportspickle:' b'the' b'fruit' b'of' b'the' b'modern' b'yankees' b'farm' b'system.' b'joba' b'the'
268,"b'&#8220' b'theellemac:' b'essence' b'fest' b'anyone?&#8221;' b""i'll"" b'be' b'there' b'on' b'the' b'main' b'stage' b'2' b'stepping' b'with' b'uncle'"
269,"b'&#8220' b'trayn1gga:' b'charlie' b'strong' b'will' b'have' b'texas' b'back' b'as' b'a' b'power&#8221;' b'better' b'power' b'of' b'big' b'12' b'is' b""anybody's"""
270,b'&#8220' b'wassssupsarah:' b'car' b'hopping' b'is' b'a' b'different' b'world' b'these' b'ghetto' b'guys' b'tried' b'asking' b'for' b'my' b'number' b'lol&#8221;' b'did' b'they' b'have' b'to' b'be' b'ghetto' b'tho'
271,"b'&#8220' b'wizkhalifa:' b'on' b'the' b'east' b'coast' b""there's"" b'colored' b'hair' b'everywhere.' b'this' b'must' b'be' b'the' b'sweetest' b'wave' b'ever.&#8221;'"
272,b'&#8220' b'wwwobert_:' b'b' b'oreo' b'a' b'stunt&#8221;come' b'thru'
273,b'&#8220' b'yungtfti:' b'i' b'feel' b'sorry' b'for' b'anyone' b'who' b'paid' b'for' b'lic' b'because' b'edc' b'is' b'trash'
274,"b'&#8220' b'zt0mm:' b'traded' b'in' b'my' b'nikes' b'for' b'a' b'new' b'mic..' b'i' b'guess' b""it's"" b'safe' b'to' b'say' b'he' b'sold' b'soles' b'for' b'his' b'new' b'life' b'...'"
275,"b'&#8220;there' b'is' b'a' b'time' b'&amp;' b'a' b'place' b'4' b'decaf' b'coffee.' b'never' b'&amp;' b'in' b'the' b'trash.""' b'#mommymonday' b'humor' b'via' b'jenerationpr' b'&amp;'"
276,b'&#9733;' b'best' b'asian' b'massage' b'on' b'the' b'brooklyn' b'park' b'slope' b'--top' b'rated' b'spa' b'&#9733;718-622-0221' b'-'
277,b'&#9733;' b'best' b'asian' b'massage' b'on' b'the' b'park' b'slope' b'--top' b'rated' b'spa' b'&#9733;' b'718-622-0221' b'-'
278,b'&#9733' b'&#9733' b'&#9733' b'&#9733' b'&#9733;' b'grand' b'opening' b'!' b'&#9733' b'&#9733' b'&#9733' b'&#9733' b'&#9733;' b'top' b'class' b'&#9733;' b'oriental' b'massage' b'&#9733;' b'perfect'
279,b'&amp;' b'thots' b'are' b'wearing' b'uggs' b'rt' b'bigbootyjudy814:' b'#itsfallbecause' b'negros' b'are' b'pulling' b'out' b'their'
280,"b'&lt;&lt;&lt;when' b""it's"" b'yellow'"
281,b'&lt;--' b'nudes' b'are'
282,"b""'2'"" b'good:' b'jeter' b'hero' b'for' b'yankees' b'in' b'send-off' b'via'"
283,"b""'eff"" b'it,' b""let's"" b'go' b'after' b'the' b'cripple&#8217;:' b'you' b'have' b'to' b'see' b'wendy' b""davis'"" b'new' b'attack' b'ad'"
284,"b""'forget"" b'to' b""salute,'"" b'trash' b'the' b'other' b'guy' b'for' b'the' b""'bad"" b""war'"" b'(during' b'cairo' b'ii),' b'sympathize' b'w/' b""'pockistan,'"" b'gays' b'hurting' b'morale.' b'thanks'"
285,"b""'scandal'"" b'sex' b'scene' b'airs' b'on' b'abc' b'right' b'after' b""'it's"" b'the' b'great' b'pumpkin,' b'charlie' b""brown,'"" b'making' b'parents'"
286,b'(u-turns' b'on' b'yellow)' b'&#161;no' b'aceptar' b'este' b'luz' b'rojo!' b'(&#9835;' b'lights' b'taking' b'too' b'long' b'make' b'me' b'bilingual'
287,"b""(con't)"" b'also' b'provide' b'colored' b'stickers' b'to' b'place' b'on' b'the' b'nametags' b'so' b'that' b'members' b'can' b'indicate' b'their' b'preferred'"
288,b'(via' b'jacklayton)' b'charlie' b'angus' b'is' b'sending' b'&#8220;made' b'in' b'china&#8221;' b'canadian' b'flag' b'pins' b'back' b'to' b'conservatives'
289,b'*searches' b'my' b'yellow' b'pages' b'app' b'for' b'the' b'nearest' b'jack' b'in' b'the'
290,b'*after' b'bo1' b'rt' b'thegodwriter_:' b'idoclyfe' b'bruh' b'lol' b'i' b'retired' b'after' b'mw2' b'because' b'everything' b'was' b'trash'
291,"b'*chops*' b'rt' b'tweets2sweet' b'*does' b'bird' b'call,' b'flaps'"
292,b'*rubs' b'hands' b'like' b'bird'
293,b'*squak' b'squak' b'squak' b'squak*' b'me:' b'bird' b'shut' b'up!!!' b'*squak*' b'alex:' b'that' b'was' b'an' b'act' b'of' b'defiance'
294,b'*waits' b'for' b'fanduel' b'to' b'hit' b'me' b'with' b'the'
295,b'-can' b'i' b'help' b'you?' b'-maybe.' b'you' b'gotta' b'card' b'for' b'&#8220;sorry' b'that' b'tranny' b'died' b'in' b'your' b'motel' b'room;' b'now' b'your' b'wife' b'knows.' b'here&#8217;s' b'an' b'applebees' b'gift'
296,"b'alysssmithh' b'keveeed' b'yes' b'indeed!' b'camels,' b'ostriches' b'and' b'zebras!' b'sept.'"
297,b'aussiegrit' b'loves' b'austin:' b'webber' b'such' b'a' b'boon' b'for'
298,b'corybooker' b'is' b'running' b'around' b'town' b'delivering' b'food' b'to' b'people.' b'if' b'he' b'takes' b'out' b'the' b'trash' b'too' b'he' b'is' b'the' b'perfect'
299,"b'hoppykercheval' b'could' b'you' b'just' b'play' b'2' b'minutes' b'of' b'the' b'charlie' b'brown' b'""wah' b'wah' b'wah""' b'adult' b'sound' b'effect'"
300,b'rashaansalaami' b'doesn&#8217;t' b'it' b'always' b'feel' b'like' b'we' b'go' b'into' b'the' b'season' b'with' b'offensive' b'concepts' b'that' b'we' b'inevitably' b'trash' b'and' b'then' b'we' b'get'
301,b'straatvogels' b'[street' b'birds]:' b'homeless' b'people' b'twittering' b'in' b'amsterdam' b'via' b'huffpostimpact'
302,b'agie_sweet36' b'vedantebreh12' b'travelnevada' b'try' b'visiting' b'thewashoeclub' b'at' b'night' b'for' b'a' b'real'
303,"b'dawnbazely' b'thank' b'you,' b'dawn.' b'i' b'see' b'our' b'state' b'bird' b'graces' b'your'"
304,"b'eversotweetly4u' b""klain's"" b'real' b'(sole)' b'job' b'is' b'to' b'dampen' b'down' b'the' b'mushrooming' b'bad' b'pr' b'and' b'political' b'fallout' b'heading' b'into' b'nov'"
305,"b'harmonica_b' b'could' b'be' b'wearing' b'a' b'trash' b'bag' b'and' b""she'd"" b'still' b'be' b'the' b'stylish' b'and' b'coolest' b'human' b'i'"
306,"b'nathirhussein' b'al' b""qaeda's"" b'market' b'share' b'is' b'dropping' b'faster' b'than' b'viacom' b'&amp;' b'enron' b'in' b'the' b'jihadi' b'stock'"
307,"b'1)' b'rt' b'naeluckyass:' b'ilovebigtracy' b'therealalonig' b'no' b""i'm"" b'not' b'crossed' b'eyed,' b""i'm"" b'albino.' b""can't"" b'control'"
308,"b'1-100000' b'you' b'are' b'a' b'semi-evolved' b'monkey' b'that' b'is' b'desperately' b'searching' b'for' b'validation' b'and' b'meaning' b'in' b'life.' b'bbqd' b""you'd"" b'be' b'ok' b'with' b'mango'"
309,"b'10' b'rt' b'paradoxicalmike' b'1.5' b'rt' b'idavey' b'on' b'average,' b'2.' b'but' b'i' b'can' b'be' b'an' b'8' b'when' b'need' b'be.' b'sinsofmyfather_' b'on' b'a' b'scale' b'of' b'1-10' b'how' b'ghetto' b'are'"
310,"b'12' b'oz' b""arizona's"""
311,b'1300' b'for' b'the' b'eggs' b'sunny' b'side' b'nicca' b'..'
312,b'1996' b'and' b'1999' b'world' b'series'
313,b'1x' b'-' b'the' b'yellow' b'tower' b'by' b'gilbert'
314,b'2' b'#iubb' b'games' b'when' b'im' b'in' b'#bloomington' b'#btown' b'how' b'good' b'is'
315,b'2' b'adult' b'human' b'skulls' b'found' b'in'
316,"b'22' b'talented' b'drivers' b'rt' b'garrisonstudio:' b'i' b'am' b'really' b'glad' b'there' b""haven't"" b'been' b'any' b'yellows.' b'but' b'why' b""haven't"" b'there' b'been' b'any'"
317,b'30' b'mins' b'for' b'natezoo919' b'n' b'greco_joel' b'to' b'pick' b'out' b'a' b'trash' b'can' b'meijer....now' b'do' b'u' b'guys' b'understand' b'why' b'i' b'took' b'3' b'shots' b'before' b'this'
318,b'4&#8419;2&#8419;0&#8419;' b'moke'
319,"b'5' b'bags' b'of' b'chips,' b'3' b'rice' b'krispies,' b'3' b'seeds,' b'3' b'gummies,' b'a' b'pop' b'tart,' b'some' b'crackers,' b'3' b'powerades,' b'and' b'a' b'water' b'yuhhh' b""i'm"" b'good'"
320,b'5:40' b'a.m.' b'and' b'still' b'awake!' b'yay!!!' b'time' b'to' b'chug' b'coffee' b'and' b'red' b'bull' b'for' b'the' b'foreseeable' b'future' b'and' b'hopefully' b'not' b'pass' b'out' b'behind' b'the'
321,b'5sos' b'is'
322,"b'5am:' b'whizzing' b'crackers!' b'my' b'cats' b'got' b'into' b'the' b'ritzcrackers' b'&amp;' b'are' b'now' b'playing' b""'hockey'"" b'with' b'them.'"
323,b'85' b'species' b'of' b'birds' b'reported' b'in' b'chesterfield' b'for' b'the' b'great' b'backyard' b'bird' b'count.' b'how' b'many' b'in' b'your'
324,"b'93' b'feature' b'car' b'1' b'of' b'1503' b'yellow' b'and' b'black' b'feature' b'car.' b'buck' b'tag' b'is' b'on' b'the' b'radiator' b'support.' b'67,3xx'"
325,b'99' b'percent' b'of' b'the' b'trash' b'we' b'dump' b'in' b'the' b'sea' b'is' b'missing.' b'this' b'is' b'not' b'a' b'good' b'thing'
326,"b':)' b'peterdavidsonii:' b'at' b'some' b'point,' b'we' b'need' b'to' b'discuss' b'how' b'delicious' b'the' b'vegan' b'brownie' b'from' b'busboysandpoets' b'on' b'u' b'st.'"
327,b'05235fd083ad408' b'hick'
328,"b'05professor' b'charlie' b'sheen' b'could' b'coach' b'better' b'than' b'crusty' b'dusty.' b'yeah' b'they' b'hired' b'bryan' b'price,' b'the' b'pitching'"
329,b'0xabad1dea' b'hard' b'to' b'qa?' b'time' b'is' b'also' b'a' b'pain' b'to' b'mock' b'out' b'in' b'unit'
330,"b'1corinthians126' b'#blessjesus' b'yes,#felt..and' b'touched' b'the' b'soles' b'of' b'the' b'humanity' b'with' b'stains' b'and' b'impressions' b'that' b'only' b'leaves' b'its'"
331,b'1corinthians126' b'#booksofgodwidom' b'proverbs' b'1:26' b'i' b'also' b'will' b'laugh' b'at' b'your' b'calamity;' b'i' b'will' b'mock' b'when' b'your' b'fear'
332,b'1corinthians126' b'#holyspirit' b'god' b'still' b'share' b'his' b'#secrets' b'amos' b'3:7'
333,b'1corinthians126' b'#jesus' b'genesis' b'2:19' b'out' b'of' b'the' b'ground' b'the' b'lord' b'god' b'formed' b'every' b'beast' b'of' b'the' b'field' b'and' b'every' b'#bird' b'of' b'the'
334,b'1oyster1' b'maybe' b'not' b'but' b'you' b'crow' b'about' b'obama' b'and' b'democrats' b'so' b'you' b'are' b'a' b'mawbar....might' b'as' b'well' b'be' b'a'
335,"b'1sonofyahweh' b'&amp;' b'what' b'we' b'do' b'with' b'our' b'foolish' b'proud' b'selves?' b'roll' b'our' b'eyes,' b'pretend' b'that' b'we' b'dont' b'see,' b'mock' b'or' b'laff' b'at' b'them,' b'arrogant'"
336,b'1usagrunt.' b'i' b'wonder' b'what' b'charlie' b'brown' b'would' b'have' b'to' b'say' b'about' b'these'
337,b'2anow' b'she' b'looks' b'like' b'a' b'plastic' b'monkey'
338,b'37738921' b'reminds' b'me' b'of' b'oreos'
339,b'abc' b'its' b'time.' b'amend' b'14th' b'amendment' b'it' b'was' b'written' b'to' b'protect' b'newly' b'freed' b'ex' b'slaves.' b'its' b'lived' b'its' b'purpose.' b'time' b'to' b'end' b'anchor' b'baby'
340,b'ab_crispyy_andy' b'i' b'laugh' b'oreos' b'and' b'lady' b'gaga' b'on' b'a' b'sunday'
341,b'acmobbdeep' b'madsbennett' b'yeah' b'i' b'run' b'over' b'squirrels' b'and'
342,b'aj0427' b'just' b'watched' b'the' b'llewyn' b'davis' b'doc.' b'warm' b'fuzzies' b'abound'
343,b'asourappletree' b'have' b'heard' b'hillbilly' b'grousings' b'that' b'bugs' b'much' b'worse' b'in' b'the' b'kv' b'since' b'mic' b'shut'
344,"b'a_little_wicked' b""that's"" b'not' b'ghetto.' b""that's"" b'sweet' b'and' b'a' b'movie' b'quote.' b'try'"
345,"b'abels_masochist' b""you're"" b'not' b'ghetto' b'tho.' b'you' b'can' b'live' b'in' b'the' b'hood' b'and' b'not' b'be'"
346,b'actabunnifoofoo' b'i' b'like' b'my' b'gross' b'yellow' b'heat' b'lamps.'
347,b'adambaldwin' b'chicodelainky' b'clams' b'to' b'be' b'a' b'comedy'
348,b'adamschein' b'themayormatt' b'i' b'may' b'have' b'just' b'cried' b'a' b'tad' b'#illmissu'
349,b'adrian1_knowsu' b'&#9757;&#65039;no' b'ghetto' b'names'
350,"b'ajkfan' b'big' b'congrats' b'to' b'all!' b'i' b'expect' b'him' b'to' b'be' b'blogging' b'on' b'rube' b'chat' b'in' b'a' b'few' b'days!' b'now' b'get' b'some' b'sleep,' b'you' b'will' b'need'"
351,"b'alexalltimelow' b'jackalltimelow' b'please' b'stay' b'safe' b'you' b'guys!' b'i' b'love' b'you' b'so' b'much,' b'i' b'hoe' b'to' b'one' b'day' b'meet' b'you' b'guys!' b'happy' b'halloween'"
